Time,LED_2W,LED_4W,Halogen,CFL,Toaster,Fan,Total
18:41:45,0,4,70,0,750,0,824
18:41:46,2,0,140,0,750,15,907
18:41:47,2,0,0,0,750,0,752
18:41:48,2,4,70,0,0,0,76
18:41:49,0,0,70,0,0,0,70
18:41:50,0,4,140,0,0,0,144
18:41:51,2,4,70,20,0,17,113
18:41:52,0,4,70,0,750,17,841
18:41:53,0,0,140,0,0,15,155
18:41:54,2,0,140,20,750,0,912
18:41:55,0,4,0,0,750,2,756
18:41:56,0,4,70,0,750,17,841
18:41:57,2,0,70,20,0,15,107
18:41:58,2,0,70,0,0,17,89
18:41:59,2,0,0,0,0,15,17
18:42:00,0,0,0,0,0,17,17
18:42:01,0,0,70,0,0,17,87
18:42:02,0,4,140,20,750,17,931
18:42:03,2,4,0,0,0,0,6
18:42:04,2,0,70,0,750,17,839
18:42:05,2,4,140,20,0,17,183
18:42:06,2,4,70,0,0,0,76
18:42:07,2,4,70,20,750,15,861
18:42:08,2,4,0,0,0,2,8
18:42:09,0,0,140,0,0,17,157
18:42:10,2,0,70,20,0,17,109
18:42:11,0,0,70,20,0,17,107
18:42:12,2,0,70,20,750,15,857
18:42:13,2,4,70,20,750,15,861
18:42:14,2,4,70,20,0,0,96
18:42:15,2,4,70,20,0,15,111
18:42:16,2,0,0,0,0,2,4
18:42:17,0,0,140,20,750,0,910
18:42:18,0,4,70,0,750,17,841
18:42:19,2,0,70,0,0,17,89
18:42:20,2,0,70,20,750,15,857
18:42:21,0,0,140,0,0,0,140
18:42:22,0,4,70,20,0,2,96
18:42:23,0,4,0,20,750,15,789
18:42:24,0,0,0,20,0,2,22
18:42:25,2,0,70,20,750,0,842
18:42:26,0,4,140,0,750,17,911
18:42:27,0,4,0,0,750,0,754
18:42:28,0,4,140,0,0,15,159
18:42:29,2,4,140,20,0,0,166
18:42:30,0,0,70,0,0,2,72
18:42:31,2,0,70,20,0,0,92
18:42:32,2,4,70,20,750,15,861
18:42:33,2,4,70,20,0,17,113
18:42:34,2,4,0,0,750,15,771
18:42:35,0,4,70,0,750,15,839
18:42:36,2,4,0,20,750,2,778
18:42:37,0,0,140,0,0,2,142
18:42:38,0,4,70,20,0,17,111
18:42:39,0,0,70,0,0,2,72
18:42:40,2,4,70,0,750,2,828
18:42:41,0,0,0,20,0,15,35
18:42:44,0,4,0,20,750,17,791
18:42:46,2,4,140,20,0,2,168
18:42:48,2,4,140,0,750,0,896
18:42:50,0,4,70,0,0,17,91
18:42:52,0,4,70,0,0,0,74
18:42:54,2,4,70,0,0,0,76
18:42:56,2,0,70,0,0,0,72
18:42:58,0,0,70,20,0,15,105
18:43:00,2,4,70,0,0,0,76
18:43:02,0,4,70,0,0,17,91
18:43:04,0,0,140,0,0,15,155
18:43:06,0,0,140,0,750,0,890
18:43:08,2,0,70,0,750,2,824
18:43:10,2,0,70,20,750,17,859
18:43:12,0,4,140,20,750,0,914
18:43:14,2,4,70,0,0,15,91
18:43:16,2,0,70,20,0,17,109
18:43:18,0,4,70,20,0,17,111
18:43:20,2,4,140,20,0,2,168
18:43:22,0,4,140,0,750,17,911
18:43:24,0,0,140,20,750,15,925
18:43:26,0,4,70,0,750,15,839
18:43:28,0,4,70,0,0,17,91
18:43:30,2,0,140,0,0,15,157
18:43:32,2,4,70,0,0,2,78
18:43:34,0,4,70,20,0,17,111
18:43:36,0,4,140,0,0,15,159
18:43:38,0,4,70,20,0,17,111
18:43:40,2,4,0,20,750,2,778
18:43:42,0,4,140,0,0,0,144
18:43:44,0,0,0,0,0,2,2
18:43:46,0,0,70,20,0,15,105
18:43:48,2,4,70,20,0,15,111
18:43:50,2,4,70,20,750,15,861
18:43:52,0,0,70,0,750,15,835
18:43:54,2,4,0,0,0,0,6
18:43:56,2,4,140,20,750,2,918
18:43:58,2,0,70,20,750,0,842
18:44:00,0,4,140,0,750,0,894
18:44:01,0,0,70,20,0,2,92
18:44:01,2,4,70,0,750,17,843
18:44:02,2,0,70,20,0,2,94
18:44:03,0,0,70,20,750,0,840
18:44:04,2,0,70,20,750,15,857
18:44:05,2,0,70,20,0,2,94
18:44:06,2,0,70,20,0,0,92
18:44:07,0,4,140,20,0,17,181
18:44:08,0,4,0,0,750,15,769
18:44:09,2,0,140,0,750,17,909
18:44:10,2,0,70,20,750,0,842
18:44:11,0,0,140,20,750,17,927
18:44:12,2,0,0,0,0,2,4
18:44:13,0,4,0,20,750,2,776
18:44:14,0,0,140,20,750,17,927
18:44:15,0,4,70,0,750,17,841
18:44:16,2,0,70,0,750,2,824
18:44:17,0,4,140,20,750,0,914
18:44:18,0,4,70,20,0,15,109
18:44:19,0,4,70,0,750,2,826
18:44:20,2,0,70,20,0,0,92
18:44:21,0,0,70,0,750,15,835
18:44:22,0,0,70,0,0,2,72
18:44:23,2,4,70,20,750,0,846
18:44:24,2,0,140,0,750,2,894
18:44:25,2,4,70,0,750,0,826
18:44:26,2,4,140,0,750,2,898
18:44:27,0,4,70,20,0,15,109
18:44:28,0,0,70,20,0,17,107
18:44:29,2,0,70,20,0,0,92
18:44:30,2,4,140,0,0,15,161
18:44:31,2,4,70,0,0,2,78
18:44:32,0,4,70,0,750,17,841
18:44:33,0,4,70,20,0,17,111
18:44:34,2,4,140,0,0,17,163
18:44:35,2,4,0,20,750,15,791
18:44:36,0,0,70,0,0,0,70
18:44:37,2,4,70,20,0,15,111
18:44:38,2,4,70,20,750,0,846
18:44:39,2,0,0,20,0,0,22
18:44:40,0,0,70,0,0,2,72
18:44:41,0,0,140,20,0,2,162
18:44:42,2,0,70,20,750,2,844
18:44:43,2,0,70,0,750,2,824
18:44:44,2,4,0,20,750,15,791
18:44:45,0,4,140,0,750,2,896
18:44:46,0,0,0,0,750,0,750
18:44:47,0,0,140,20,750,17,927
18:44:48,2,4,0,20,750,15,791
18:44:49,0,0,70,0,750,0,820
18:44:50,2,0,0,0,0,0,2
18:44:51,2,4,70,0,0,15,91
18:44:52,0,0,0,0,0,15,15
18:44:53,2,4,0,20,0,0,26
18:44:54,0,4,140,20,0,15,179
18:44:55,0,0,0,0,0,2,2
18:44:56,2,0,70,0,750,0,822
18:44:57,2,0,0,20,750,15,787
18:44:58,0,4,70,20,0,2,96
18:44:59,0,0,0,0,750,15,765
18:45:00,0,0,0,20,0,15,35
18:45:01,2,4,0,0,750,0,756
18:45:02,2,4,140,20,750,17,933
18:45:03,2,0,140,20,0,0,162
18:45:04,0,0,70,0,750,0,820
18:45:05,2,4,70,20,0,15,111
18:45:06,0,4,70,20,0,17,111
18:45:07,0,0,70,20,0,15,105
18:45:08,2,4,70,20,750,0,846
18:45:09,2,4,0,20,0,15,41
18:45:10,2,0,70,0,0,2,74
18:45:11,2,4,70,20,0,15,111
18:45:12,0,4,0,20,750,17,791
18:45:13,2,0,0,20,0,2,24
18:45:14,0,0,0,20,750,0,770
18:45:15,2,0,70,20,0,15,107
18:45:16,0,0,70,0,750,0,820
18:45:17,0,0,0,20,750,2,772
18:45:18,2,0,70,0,750,15,837
18:45:19,0,0,70,0,750,15,835
18:45:20,2,0,0,20,0,15,37
18:45:21,0,4,0,0,0,0,4
18:45:22,0,0,70,20,750,15,855
18:45:23,2,4,70,20,0,15,111
18:45:24,0,0,70,20,0,0,90
18:45:25,0,0,70,0,750,17,837
18:45:26,2,4,0,20,0,2,28
18:45:27,0,4,70,0,750,17,841
18:45:28,2,4,70,0,0,15,91
18:45:29,0,4,140,0,0,15,159
18:45:30,0,4,70,0,750,15,839
18:45:31,0,0,0,0,0,0,0
18:45:32,2,0,70,0,0,15,87
18:45:33,0,0,70,0,750,0,820
18:45:34,0,0,70,20,0,0,90
18:45:35,2,0,70,20,750,17,859
18:45:36,0,0,140,20,0,2,162
18:45:37,2,0,70,20,750,17,859
18:45:38,0,0,0,0,0,0,0
18:45:39,0,4,0,0,750,2,756
18:45:40,0,0,70,20,750,17,857
18:45:41,0,0,0,20,0,2,22
18:45:42,0,4,140,0,0,17,161
18:45:43,2,4,70,20,0,0,96
18:45:44,0,4,70,0,0,0,74
18:45:45,0,4,70,0,750,15,839
18:45:46,2,0,70,0,750,17,839
18:45:47,0,4,0,0,0,15,19
18:45:48,2,4,70,0,0,17,93
18:45:49,2,4,70,0,0,17,93
18:45:50,2,0,70,20,0,2,94
18:45:51,0,4,0,0,750,2,756
18:45:52,0,0,0,0,0,17,17
18:45:53,2,0,70,0,0,0,72
18:45:54,0,0,140,20,0,17,177
18:45:55,2,0,70,20,750,17,859
18:45:56,2,0,0,0,750,15,767
18:45:57,0,4,0,0,0,15,19
18:45:58,0,0,140,0,0,0,140
18:45:59,2,4,70,0,0,17,93
18:46:00,2,0,70,0,0,0,72
18:46:01,2,0,140,0,750,15,907
18:46:02,2,4,70,20,750,0,846
18:46:03,2,4,70,20,0,15,111
18:46:04,0,0,0,0,750,15,765
18:46:05,0,4,70,0,0,17,91
18:46:06,0,0,0,20,750,15,785
18:46:07,0,0,0,20,0,17,37
18:46:08,2,0,140,0,0,0,142
18:46:09,0,4,70,20,750,2,846
18:46:10,0,0,70,20,750,17,857
18:46:11,0,0,140,0,0,2,142
18:46:12,0,0,140,20,0,17,177
18:46:13,0,4,70,0,750,15,839
18:46:14,2,4,70,0,0,2,78
18:46:15,2,4,70,20,750,2,848
18:46:16,2,0,70,20,750,17,859
18:46:17,2,4,0,0,0,17,23
18:46:18,2,4,70,0,0,2,78
18:46:19,2,4,0,20,0,15,41
18:46:20,0,4,0,20,750,15,789
18:46:21,0,0,0,0,0,15,15
18:46:22,2,0,0,20,750,2,774
18:46:23,2,4,70,0,0,2,78
18:46:24,0,4,0,20,0,2,26
18:46:25,0,0,70,20,0,15,105
18:46:26,0,4,140,20,750,0,914
18:46:27,0,0,0,20,0,2,22
18:46:28,2,4,70,0,0,15,91
18:46:29,0,0,0,20,0,15,35
18:46:30,0,4,140,20,750,15,929
18:46:31,2,4,70,20,0,2,98
18:46:32,2,4,140,0,750,0,896
18:46:33,0,0,70,0,750,17,837
18:46:34,2,0,70,20,750,15,857
18:46:35,2,4,70,20,750,15,861
18:46:36,0,4,140,0,750,15,909
18:46:37,2,0,70,20,0,17,109
18:46:38,0,4,0,0,750,0,754
18:46:39,0,0,0,0,0,0,0
18:46:40,0,0,140,0,750,2,892
18:46:41,2,0,140,0,0,15,157
18:46:42,0,4,70,20,0,15,109
18:46:43,0,0,0,0,0,0,0
18:46:44,0,0,70,20,750,17,857
18:46:45,0,4,0,0,750,0,754
18:46:46,2,4,0,0,0,17,23
18:46:47,0,4,70,0,750,2,826
18:46:48,2,0,70,0,0,0,72
18:46:49,2,0,0,20,0,2,24
18:46:50,0,0,70,20,750,15,855
18:46:51,2,4,0,20,750,2,778
18:46:52,0,4,70,0,0,2,76
18:46:53,0,4,70,20,0,15,109
18:46:54,0,0,70,20,750,0,840
18:46:55,2,0,70,0,750,15,837
18:46:56,0,0,70,0,0,2,72
18:46:57,0,0,0,20,750,2,772
18:46:58,0,4,70,20,750,17,861
18:46:59,0,0,0,20,750,2,772
18:47:00,2,0,140,0,0,15,157
18:47:01,0,4,70,20,0,2,96
18:47:02,2,0,0,20,750,0,772
18:47:03,0,0,70,20,750,0,840
18:47:04,0,0,70,0,0,2,72
18:47:05,0,0,70,20,0,17,107
18:47:06,0,0,0,0,0,2,2
18:47:07,0,4,140,20,750,2,916
18:47:08,0,4,140,20,750,17,931
18:47:09,2,0,70,0,750,17,839
18:47:10,2,0,70,0,0,2,74
18:47:11,0,4,70,0,750,15,839
18:47:12,2,0,140,20,0,0,162
18:47:13,2,0,70,20,750,0,842
18:47:14,2,4,70,0,750,2,828
18:47:15,2,4,140,0,0,0,146
18:47:16,2,0,0,0,750,17,769
18:47:17,2,4,70,20,750,2,848
18:47:18,2,4,0,20,750,2,778
18:47:19,0,0,70,0,750,15,835
18:47:20,0,4,70,0,0,15,89
18:47:21,2,0,140,20,0,0,162
18:47:22,2,0,70,20,750,2,844
18:47:23,0,4,70,20,0,17,111
18:47:24,0,0,70,0,750,15,835
18:47:25,2,4,140,20,0,15,181
18:47:26,2,4,0,0,0,17,23
18:47:27,0,0,140,0,750,0,890
18:47:28,2,4,140,20,750,15,931
18:47:29,0,0,70,20,0,15,105
18:47:30,2,4,70,20,0,2,98
18:47:31,2,0,140,0,750,17,909
18:47:32,0,0,70,0,0,15,85
18:47:33,0,4,70,20,0,15,109
18:47:34,2,0,70,0,750,2,824
18:47:35,0,0,70,20,0,2,92
18:47:36,0,0,0,20,0,2,22
18:47:37,0,4,70,20,750,15,859
18:47:38,2,4,140,0,750,15,911
18:47:39,2,4,70,0,0,15,91
18:47:40,0,0,70,20,0,2,92
18:47:41,2,4,0,0,0,0,6
18:47:42,2,0,70,0,0,0,72
18:47:43,2,4,70,0,750,17,843
18:47:44,0,4,70,0,0,0,74
18:47:45,2,0,0,20,750,15,787
18:47:46,2,0,140,20,0,15,177
18:47:47,0,0,140,20,750,2,912
18:47:48,0,4,0,20,0,2,26
18:47:49,2,0,70,0,750,15,837
18:47:50,0,4,70,0,750,15,839
18:47:51,2,0,140,20,750,2,914
18:47:52,0,0,70,0,0,0,70
18:47:53,0,4,0,20,750,15,789
18:47:54,0,0,0,0,0,0,0
18:47:55,0,4,70,0,750,2,826
18:47:56,2,0,140,0,750,2,894
18:47:57,2,4,0,0,0,15,21
18:47:58,0,0,0,20,0,15,35
18:47:59,2,0,70,0,750,2,824
18:48:00,2,4,70,20,0,15,111
18:48:01,2,0,70,0,0,0,72
18:48:02,2,4,70,0,0,2,78
18:48:03,2,4,0,20,750,15,791
18:48:04,2,4,70,20,750,0,846
18:48:05,2,4,140,0,0,2,148
18:48:06,2,4,0,20,0,17,43
18:48:07,2,0,0,20,0,2,24
18:48:08,0,4,140,0,750,2,896
18:48:09,0,0,70,0,0,0,70
18:48:10,2,0,70,20,0,0,92
18:48:11,0,4,140,0,750,17,911
18:48:12,2,0,70,0,750,15,837
18:48:13,2,4,70,0,0,0,76
18:48:14,2,0,70,0,0,0,72
18:48:15,0,4,70,20,0,2,96
18:48:16,0,0,70,20,750,15,855
18:48:17,0,0,140,20,750,2,912
18:48:18,2,4,70,0,750,0,826
18:48:19,2,0,70,20,0,2,94
18:48:20,2,4,140,20,750,17,933
18:48:21,0,4,70,20,0,17,111
18:48:22,2,0,70,20,750,17,859
18:48:23,0,0,70,0,0,0,70
18:48:24,2,4,70,20,0,0,96
18:48:25,2,0,70,20,750,17,859
18:48:26,0,4,140,0,0,15,159
18:48:27,0,4,70,20,0,17,111
18:48:28,0,0,140,20,0,15,175
18:48:29,2,0,70,20,0,15,107
18:48:30,2,4,70,0,750,17,843
18:48:31,0,0,70,20,0,2,92
18:48:32,2,4,0,0,750,17,773
18:48:33,0,0,70,0,750,2,822
18:48:34,0,0,140,0,750,15,905
18:48:35,0,0,140,20,750,0,910
18:48:36,0,4,0,20,0,15,39
18:48:37,2,0,70,20,750,15,857
18:48:38,0,4,70,0,0,17,91
18:48:39,2,4,70,0,0,2,78
18:48:40,0,0,70,0,0,15,85
18:48:41,2,4,140,20,0,15,181
18:48:42,0,4,70,0,0,17,91
18:48:43,0,0,0,20,0,15,35
18:48:44,0,4,70,20,0,2,96
18:48:45,2,0,70,0,0,15,87
18:48:46,2,0,140,20,750,0,912
18:48:47,2,4,140,20,0,17,183
18:48:48,0,0,140,0,0,15,155
18:48:49,0,0,0,0,750,2,752
18:48:50,2,4,0,20,0,2,28
18:48:51,2,0,70,20,750,0,842
18:48:52,2,0,140,0,0,17,159
18:48:53,2,4,70,0,0,2,78
18:48:54,0,0,140,20,750,15,925
18:48:55,0,0,140,0,750,17,907
18:48:56,0,4,140,0,750,0,894
18:48:57,2,0,70,0,0,2,74
18:48:58,0,4,140,20,750,2,916
18:48:59,2,4,70,0,750,2,828
18:49:00,0,0,70,20,750,17,857
18:49:01,0,0,0,20,750,0,770
18:49:02,0,0,70,20,0,2,92
18:49:03,0,4,70,20,750,17,861
18:49:04,0,4,140,20,750,2,916
18:49:05,2,4,70,20,750,15,861
18:49:06,0,4,140,0,0,2,146
18:49:07,0,4,70,0,0,0,74
18:49:08,2,0,140,0,750,0,892
18:49:09,2,4,70,20,750,17,863
18:49:10,0,0,70,20,0,2,92
18:49:11,0,4,70,0,750,2,826
18:49:12,2,4,0,0,0,17,23
18:49:13,2,0,0,20,750,0,772
18:49:14,0,0,70,0,750,15,835
18:49:15,0,0,70,20,750,2,842
18:49:16,0,0,140,20,0,17,177
18:49:17,0,0,70,20,750,15,855
18:49:18,0,0,0,20,750,0,770
18:49:19,0,0,70,0,0,15,85
18:49:20,0,4,140,0,0,0,144
18:49:21,2,0,70,20,750,17,859
18:49:22,2,0,140,20,0,17,179
18:49:23,2,4,70,20,750,0,846
18:49:24,2,0,0,20,750,2,774
18:49:25,0,4,70,0,750,2,826
18:49:26,0,4,70,20,750,17,861
18:49:27,0,0,0,20,0,17,37
18:49:28,0,0,140,0,0,17,157
18:49:29,0,4,140,0,750,17,911
18:49:30,2,0,140,20,0,2,164
18:49:31,0,0,0,0,0,2,2
18:49:32,0,0,140,0,750,2,892
18:49:33,2,4,0,0,0,15,21
18:49:34,2,4,70,0,0,17,93
18:49:35,2,0,0,0,0,2,4
18:49:36,2,0,0,0,0,15,17
18:49:37,0,0,70,20,750,0,840
18:49:38,2,4,140,0,750,2,898
18:49:39,0,4,0,0,0,17,21
18:49:40,2,4,0,20,750,17,793
18:49:41,2,4,70,0,750,15,841
18:49:42,0,0,0,20,0,17,37
18:49:43,0,0,70,0,0,0,70
18:49:44,0,0,0,20,750,2,772
18:49:45,2,0,140,20,0,0,162
18:49:46,2,4,140,20,750,2,918
18:49:47,0,4,70,20,750,0,844
18:49:48,0,0,70,20,0,15,105
18:49:49,0,4,70,20,0,0,94
18:49:50,0,4,70,20,0,2,96
18:49:51,2,4,0,0,0,0,6
18:49:52,2,4,70,0,750,15,841
18:49:53,0,0,70,0,750,17,837
18:49:54,0,0,140,0,0,0,140
18:49:55,0,4,140,20,750,0,914
18:49:56,0,4,140,0,0,2,146
18:49:57,0,0,70,0,750,0,820
18:49:58,2,4,0,0,750,2,758
18:49:59,2,4,140,0,0,2,148
18:50:00,0,0,140,20,0,0,160
18:50:01,2,0,70,0,0,17,89
18:50:02,0,0,0,20,750,17,787
18:50:03,0,4,0,0,750,0,754
18:50:04,0,0,140,0,0,17,157
18:50:05,2,0,70,0,750,15,837
18:50:06,0,4,70,0,0,0,74
18:50:07,0,4,0,20,750,2,776
18:50:08,2,4,70,20,0,17,113
18:50:09,2,4,0,20,750,15,791
18:50:10,2,4,70,0,0,2,78
18:50:11,0,4,70,20,750,17,861
18:50:12,2,4,0,20,750,15,791
18:50:13,0,4,70,0,750,17,841
18:50:14,2,0,0,20,0,15,37
18:50:15,2,4,70,20,750,15,861
18:50:16,0,4,140,20,750,2,916
18:50:17,2,4,140,0,750,17,913
18:50:18,2,0,70,0,0,15,87
18:50:19,2,0,0,20,750,2,774
18:50:20,2,0,70,0,750,15,837
18:50:21,0,0,0,0,0,0,0
18:50:22,0,0,70,0,0,15,85
18:50:23,2,0,140,0,0,2,144
18:50:24,0,0,0,0,750,15,765
18:50:25,0,4,0,0,750,17,771
18:50:26,2,0,70,20,750,2,844
18:50:27,2,4,70,20,0,17,113
18:50:28,0,4,0,20,750,2,776
18:50:29,0,4,70,0,750,2,826
18:50:30,0,4,140,0,0,0,144
18:50:31,0,4,140,20,750,2,916
18:50:32,2,4,0,0,0,2,8
18:50:33,2,0,70,0,750,17,839
18:50:34,0,4,140,20,750,0,914
18:50:35,2,4,70,0,0,2,78
18:50:36,0,0,140,20,0,0,160
18:50:37,0,4,140,0,750,0,894
18:50:38,0,0,0,0,0,0,0
18:50:39,0,4,70,20,750,2,846
18:50:40,0,4,70,0,750,15,839
18:50:41,0,4,70,20,750,15,859
18:50:42,2,4,70,0,0,2,78
18:50:43,2,4,70,0,750,2,828
18:50:44,2,0,70,0,0,15,87
18:50:45,0,0,0,20,0,0,20
18:50:46,2,4,70,20,750,2,848
18:50:47,0,4,140,20,750,15,929
18:50:48,0,0,0,0,0,15,15
18:50:49,2,4,140,0,0,2,148
18:50:50,0,0,70,20,750,2,842
18:50:51,0,4,140,0,750,2,896
18:50:52,0,0,70,20,750,15,855
18:50:53,2,0,70,20,750,2,844
18:50:54,2,4,140,20,750,17,933
18:50:55,2,0,70,0,750,0,822
18:50:56,2,0,0,20,0,17,39
18:50:57,2,0,140,20,750,17,929
18:50:58,0,0,70,0,0,0,70
18:50:59,0,0,0,20,750,0,770
18:51:00,2,4,0,0,0,0,6
18:51:01,2,4,140,0,0,15,161
18:51:02,2,0,70,20,0,17,109
18:51:03,2,4,0,20,0,0,26
18:51:04,2,4,70,20,750,2,848
18:51:05,2,0,140,0,750,17,909
18:51:06,2,0,70,20,0,2,94
18:51:07,0,4,70,0,750,17,841
18:51:08,0,4,70,0,0,17,91
18:51:09,0,0,0,20,750,0,770
18:51:10,2,0,140,0,0,2,144
18:51:11,2,4,70,0,750,2,828
18:51:12,2,4,0,0,750,15,771
18:51:13,2,0,140,20,0,15,177
18:51:14,0,0,70,0,0,17,87
18:51:15,0,4,0,20,750,15,789
18:51:16,0,0,0,0,750,0,750
18:51:17,2,0,70,20,0,0,92
18:51:18,2,0,70,0,750,15,837
18:51:19,0,4,70,20,0,2,96
18:51:20,0,4,70,0,0,17,91
18:51:21,0,4,140,0,750,2,896
18:51:22,0,0,0,0,750,17,767
18:51:23,2,4,70,20,750,0,846
18:51:24,0,4,70,0,0,15,89
18:51:25,2,4,70,20,0,2,98
18:51:26,2,4,70,20,750,0,846
18:51:27,0,0,70,0,0,17,87
18:51:28,0,4,0,20,0,2,26
18:51:29,0,4,140,20,0,0,164
18:51:30,2,4,140,20,0,15,181
18:51:31,0,4,140,20,750,15,929
18:51:32,0,4,0,20,750,15,789
18:51:33,2,0,140,20,750,2,914
18:51:34,0,0,70,0,0,17,87
18:51:35,2,0,140,20,750,0,912
18:51:36,0,0,70,0,0,0,70
18:51:37,2,0,70,0,750,2,824
18:51:38,0,0,70,0,0,2,72
18:51:39,2,0,0,20,0,2,24
18:51:40,2,4,0,20,0,15,41
18:51:41,2,4,70,0,0,15,91
18:51:42,0,0,140,0,750,15,905
18:51:43,2,4,0,0,0,2,8
18:51:44,0,4,140,0,0,0,144
18:51:45,0,0,70,20,750,2,842
18:51:46,0,0,70,20,750,0,840
18:51:47,2,4,70,0,0,17,93
18:51:48,2,0,70,0,0,2,74
18:51:49,0,0,0,20,0,17,37
18:51:50,2,4,70,0,750,2,828
18:51:51,0,4,70,20,0,0,94
18:51:52,0,0,0,0,750,17,767
18:51:53,2,4,70,20,750,15,861
18:51:54,0,0,70,0,750,2,822
18:51:55,2,4,70,0,0,0,76
18:51:56,0,4,140,0,0,2,146
18:51:57,2,4,70,0,750,0,826
18:51:58,2,4,70,0,750,0,826
18:51:59,0,4,140,20,0,15,179
18:52:00,0,0,140,0,0,17,157
18:52:01,2,4,0,0,0,2,8
18:52:02,2,4,0,0,750,15,771
18:52:03,0,4,140,20,0,17,181
18:52:04,2,4,140,0,0,2,148
18:52:05,0,0,140,20,0,17,177
18:52:06,2,0,70,0,750,17,839
18:52:07,2,4,70,0,750,0,826
18:52:08,0,0,140,0,750,17,907
18:52:09,2,0,140,20,750,15,927
18:52:10,0,4,70,20,0,15,109
18:52:11,0,0,70,20,750,2,842
18:52:12,0,4,70,20,750,0,844
18:52:13,0,0,0,0,0,17,17
18:52:14,2,4,70,20,0,17,113
18:52:15,2,4,70,20,750,2,848
18:52:16,2,0,0,0,0,0,2
18:52:17,0,0,70,0,0,2,72
18:52:18,2,4,0,20,0,17,43
18:52:19,2,4,70,0,0,2,78
18:52:20,0,0,70,0,750,17,837
18:52:21,2,4,140,0,750,2,898
18:52:22,0,0,70,0,0,0,70
18:52:23,0,4,140,0,750,17,911
18:52:24,2,0,70,20,0,0,92
18:52:25,2,4,70,0,750,0,826
18:52:26,2,0,0,0,750,15,767
18:52:27,0,0,0,0,750,0,750
18:52:28,2,4,70,0,0,17,93
18:52:29,2,0,70,20,0,2,94
18:52:30,0,0,0,20,750,17,787
18:52:31,0,0,140,0,750,17,907
18:52:32,2,4,70,20,0,0,96
18:52:33,0,4,0,0,0,15,19
18:52:34,0,0,0,20,0,0,20
18:52:35,2,4,70,0,0,0,76
18:52:36,0,4,70,0,750,0,824
18:52:37,0,4,140,0,750,0,894
18:52:38,2,4,70,0,0,17,93
18:52:39,0,0,70,0,750,17,837
18:52:40,0,4,70,20,0,2,96
18:52:41,2,4,70,20,0,0,96
18:52:42,2,0,0,0,0,15,17
18:52:43,0,0,70,20,750,0,840
18:52:44,0,4,140,0,0,17,161
18:52:45,2,0,70,0,0,17,89
18:52:46,2,0,140,20,750,2,914
18:52:47,0,0,70,20,750,17,857
18:52:48,0,0,0,20,750,0,770
18:52:49,0,0,70,0,750,15,835
18:52:50,0,4,0,20,0,17,41
18:52:51,2,4,70,20,750,2,848
18:52:52,2,4,140,0,750,17,913
18:52:53,2,4,70,0,750,0,826
18:52:54,0,4,0,0,0,15,19
18:52:55,0,0,70,20,0,17,107
18:52:56,2,4,140,0,750,15,911
18:52:57,2,4,70,0,0,15,91
18:52:58,0,0,70,0,750,17,837
18:52:59,0,0,140,20,0,17,177
18:53:00,2,4,140,20,0,0,166
18:53:01,0,4,70,20,0,0,94
18:53:02,2,4,70,0,0,17,93
18:53:03,0,0,0,0,0,17,17
18:53:04,0,0,70,0,750,2,822
18:53:05,0,0,0,0,0,17,17
18:53:06,0,0,70,20,0,0,90
18:53:07,2,4,140,0,750,17,913
18:53:08,2,0,140,0,0,17,159
18:53:09,0,0,70,0,750,15,835
18:53:10,0,0,70,20,0,15,105
18:53:11,2,0,70,20,0,17,109
18:53:12,2,4,70,0,0,15,91
18:53:13,2,0,140,20,750,17,929
18:53:14,0,0,0,20,750,17,787
18:53:15,0,0,70,0,0,2,72
18:53:16,2,4,140,0,0,17,163
18:53:17,2,0,70,20,0,0,92
18:53:18,2,4,0,20,750,2,778
18:53:19,0,0,140,0,750,17,907
18:53:20,2,4,0,20,0,2,28
18:53:21,2,4,0,20,0,2,28
18:53:22,2,4,70,20,750,15,861
18:53:23,0,0,70,20,750,15,855
18:53:24,2,4,140,20,750,0,916
18:53:25,2,4,0,0,750,15,771
18:53:26,2,0,140,0,0,17,159
18:53:27,2,4,70,20,0,0,96
18:53:28,2,0,140,0,0,2,144
18:53:29,0,4,70,20,0,0,94
18:53:30,0,4,0,0,750,2,756
18:53:31,0,0,140,20,0,15,175
18:53:32,0,4,70,20,750,15,859
18:53:33,0,4,70,20,750,0,844
18:53:34,2,0,0,0,0,17,19
18:53:35,0,4,140,20,750,17,931
18:53:36,0,4,140,20,750,0,914
18:53:37,0,0,140,0,0,0,140
18:53:38,2,4,140,20,0,2,168
18:53:39,2,4,70,0,750,17,843
18:53:40,0,0,70,20,0,0,90
18:53:41,0,0,70,20,750,17,857
18:53:42,2,4,70,0,0,15,91
18:53:43,0,0,70,0,0,2,72
18:53:44,0,0,70,0,0,15,85
18:53:45,2,0,70,0,750,2,824
18:53:46,2,4,70,0,750,17,843
18:53:47,0,0,140,0,0,15,155
18:53:48,2,4,0,20,0,0,26
18:53:49,0,4,70,0,0,2,76
18:53:50,2,0,70,0,750,17,839
18:53:51,0,0,70,0,750,15,835
18:53:52,0,4,0,20,750,0,774
18:53:53,0,4,70,20,0,17,111
18:53:54,2,0,0,0,750,17,769
18:53:55,0,4,70,20,0,17,111
18:53:56,0,0,70,20,750,15,855
18:53:57,0,0,140,0,750,15,905
18:53:58,0,4,70,20,750,15,859
18:53:59,2,0,0,0,0,2,4
18:54:00,0,0,70,0,0,15,85
18:54:03,0,4,70,20,750,15,859
